adm0_name,iso3,X,Y,published,sources,info,optional1,optional2,optional3,ObjectId
Spratly Islands,xSI,114.284872,11.052405,,,,,,,248
Sri Lanka,LKA,80.702028,7.610407,26.06.2020,"[https://www.gov.uk/foreign-travel-advice/indonesia/staying-during-coronavirus]
[https://lk.usembassy.gov/covid-19-information/]
[https://www.osac.gov/Content/Report/81062d37-aa5a-41a4-9027-19068bca8d13]","Aviation authorities delay reopening of Colombo International Airport beyond 1 August (NDTV, 28.06.2020)
Government plans to reopen tourism sector in mid-June (Reuters, 31.05.2020). International airport may re-open for foreign tourists from 1 August (Xinhua, 27.05.2020). 

*****International Restrictions
On March 17, 2020 the government of Sri Lanka announced that all international airports in Sri Lanka would be closed to arriving international commercial passenger flights.  A date has not been set for reopening.
According to Sri Lankan authorities, during this period, aircraft departures, passenger connections, and transits to other flights will be permitted. Flights arriving without passengers for the purpose of picking up departing passengers will also be permitted. 
Visas on arrival have been suspended. All arriving passengers must be in possession of a valid visa before traveling. Passengers and crew from cruise ships and small vessels will not be allowed to disembark. Only ticket-bearing passengers are allowed into Bandaranaike International Airport.

*****Internal restrictions: 
The government has reduced curfew measures in most of the country. However, overnight curfew measures (12am – 4am) and social distancing instructions remain in force everywhere. The police say anyone breaking curfew or social distancing will be arrested. Curfew measures are being updated regularly. You should follow the media for updates, or speak to your hotel or travel agent for the latest information. Checkpoints have been introduced in a number of places, and those not adhering to the restrictions risk arrest. Follow the instructions of the local authorities at all times.",20200626,Any passenger with symptoms (e.g. a fever) when passing through a thermal scanner will be transported to a local hospital and held in isolation for further screening.,"COVID-19 negative certification subject to special conditions.  

Travellers will be subject to PCR tests upon their arrival and they could enter the country after results are received within 24 hours.",249
Sudan,SDN,29.957256,16.026819,27.06.2020,"[UNHAS: Sources]
[https://www.gov.uk/foreign-travel-advice/sudan]
[https://www.osac.gov/Content/Report/69492027-078b-4ca6-9f43-18d5aad35ea5]
[https://sd.usembassy.gov/covid-19-information/]","Government extends coronavirus lockdown in Khartoum state until 7 July (Reuters, 28.06.2020). Khartoum's international airport to remain closed until 12 July  (Reuters, 27.06.2020). 

*****International restrictions:
Authorities closed all airports, ports and land crossings, declaring a public health emergency. Humanitarian (although UNHAS operations are restricted), commercial and technical support shipments are excluded from the restrictions.
All travellers entering Sudan are required to complete a medical form upon their arrival.
All ports and land borders have been closed indefinitely. Airports are closed until further notice.
Sudanese nationals may be repatriated; authorities have not clarified how.

Public health requirements for humanitarian flighs [https://humanitarianbooking.wfp.org/en/wfp-aviation/]

*****Internal restrictions: 
Internal flights and all bus services between States have been suspended until further notice.
The Sudanese authorities have imposed a 24/7 lockdown in Khartoum state, which remains in place. Curfews are in effect throughout the rest of the country, enforced by the police and armed forces. You should check the curfew times for the state in which you are located, and you must observe the lockdown and the curfew times. An Emergency Order has been signed permitting police and armed forces to fine and imprison people who break curfew.
The lockdown in Khartoum State means that: everyone must remain at home. There are exemptions for emergency and essential workers; public and private gatherings are banned; the bridges across the Nile are closed; people may leave home between 6am and 3pm to shop for essential items in their neighbourhood; all public departments and institutions remain closed, except core institutions including security agencies, hospitals and pharmacies; all private companies, shops and stores are closed, except bakeries, supermarkets and haulage companies; 
The Sudanese authorities are strict in enforcing restrictions on movement within Khartoum state. You should only leave home in exceptional circumstances – for example going to supermarkets or pharmacies for essential items, or to access medical care.

",20200627,"For suspected cases, the Ministry of Health has established isolation centers at the Khartoum Teaching Hospital and at the Jebra Trauma Center. WFP staff are subject to staff a mandatory quarantine upon arrival for 14 days.",COVID-19 negative certification not required / not known,250
Suriname,SUR,-55.905196,4.1356,08.06.2020,"[https://www.osac.gov/Content/Report/feb64421-b9e6-477b-9a97-18e1807ac1d7]
[https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening]
[https://sr.usembassy.gov/covid-19-information/]","Inbound restrictions:
Suriname’s airspace, ports, and borders remain closed until at least 31 May. All scheduled international flights to and from Suriname are suspended, and land and ferry border crossings closed. Provisions have been made for cargo flights between Suriname and the Netherlands. 

*****Outbound restrictions:
All scheduled international flights to and from Suriname are suspended, and land and ferry border crossings closed. Travellers recommended to contact their embassies. 

*****Conditions and internal restrictions:
Suriname has announced that it is instituting a “total” lockdown that will last from 1800 on Thursday, June 4, until 0600 hours on Friday, June 12. This means that all residents of the country should stay at home except for short trips for essential needs. Grocery stores, small vegetable stands, bakeries, butchers, pharmacies, and gas stations as well as restaurant carry-out are authorized to operate between 0800 and 1700 each day. The government will restrict the number of people gathered in one location to five and restrict the number of people in a private motor vehicle to two and in a taxi to two passengers. The Government of Suriname reminds everyone to wear a face covering when in public. ",20200608,The Government of Suriname has announced that residents returning to Suriname on future repatriation flights will be placed under 14-day quarantine upon arrival.,COVID-19 negative certification not required / not known,251
Svalbard and Jan Mayen Islands,SJM,13.378671,78.825308,,,,,,,252
Sweden,SWE,14.377534,60.601031,22.06.2020,"[https//www.iatatravelcentre.com/international-travel-document-news/1580226297.htm]
[https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening]
[https://se.usembassy.gov/covid-19-coronavirus-information/]","Government will ease restrictions on domestic travel from 13 June (Reuters, 04.06.2020)

Passengers arriving from outside Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Switzerland and United Kingdom are not allowed to enter until 30 June 2020.
- This does not apply to nationals of Andorra, Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Monaco, Netherlands, Norway, Poland, Portugal, Romania, San Marino, Slovakia, Slovenia, Spain, Sweden, Switzerland and Vatican City (Holy See), and their family members, returning via Sweden to their country of residence.
- This does not apply to passengers with a British passport and their family members, returning via Sweden to their country of residence.
- This does not apply to passengers with a residence permit issued by Andorra, Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Monaco, Netherlands, Norway, Poland, Portugal, Romania, San Marino, Slovakia, Slovenia, Spain, Sweden, Switzerland, United Kingdom or Vatican City (Holy See), returning via Sweden to their country of residence.
- This does not apply to passengers with a national visa issued by Sweden, returning via Sweden to their country of residence.
- This does not apply to military personnel.

*****International restrictions:
Swedish authorities advise to temporarily stop non-essential travel to the country. The measure will be in effect until 15 June. Swedish citizens, residents and other people with an important reason for being in-country will be able to enter the country. 

*****Internal restrictions:
The Swedish government has announced that individuals without symptoms are allowed to travel domestically, but are urged to continue to follow the Public Health Agency’s advice and restrictions related to coronavirus. People over 70 are advised to stay close to home.
Public gatherings of more than 50 people are banned, as are visits to elderly care homes. The government encourages working from home. The elderly are recommended to stay at home and relatives asked not to visit.",20200622,"In Sweden, most preventative measures don’t involve involuntary quarantine.  Instead, individuals are expected to act responsibly and follow the given recommendations, including immediately seeking out medical assistance if signs of infection appear.",COVID-19 negative certification not required / not known,253
Switzerland,CHE,8.223234,46.9685,23.06.2020,"[https://www.gov.uk/foreign-travel-advice/switzerland/staying-during-coronavirus]
[https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening]
[https://ch.usembassy.gov/covid-19-info/]","From Sunday 29 June long-distance international trains will again run between Switzerland and Italy. (The Local, 23.06.2020) 

*****International restrictions:
As of June 15, Switzerland has lifted all COVID-19 related entry restrictions for travelers from other Schengen countries.
Entry in to Switzerland is permitted for nationals of EU and EFTA countries. Family members of UK/EU/EFTA nationals regardless of nationality are also permitted.
Travellers from the UK who do not have EU/EFTA nationality will not be permitted to enter except for:
Swiss resident permit holders; 
Cross-border workers; 
Those transiting with an onward ticket within the same day; 
Those with “compelling reasons”; 
Goods traffic. 


*****Internal restrictions:
The Swiss government have now ended their “extraordinary situation” in response to coronavirus (COVID-19), but some measures remain in place. All contact with other individuals should be at a distance of at least 1.5 metres. Wearing face masks is strongly recommended when travelling on public transport, if it is not possible to maintain a distance of 1.5 metres from other travellers. Wearing face masks is compulsory when attending demonstrations. All shops, restaurants, markets, museums and libraries are now able to reopen with social distancing measures in place. Restaurants are able to accommodate groups of more than four people. Events of up to 1000 people are permitted.The public are encouraged to stay at home and employers urged to allow staff to work from home.

*****Relaxation of restrictions:
As of 8 June Swiss Federal Railways (SBB) restarted international services. From 26 June to: Austria, Germany. From 28 June to: Czechia. From 4 July to: France. Connections with Italy are not yet resumed. 
The borders with France, Germany and Austria will reopen fully on 15 June if the health situation does not deteriorate. The land border between Canton Ticino (Switzerland) and Brusino, Ligornetto and Ponte Cremenaga (Italy) was reopened on 5 May. The crossing points are open for travel Monday to Friday on the following times: 
Ponte Cremenaga 06.00-10.00 and 16.00-19.00 Brusino 05.00-09.00 and 16.00-20.00
Ligornetto: 06.00-10.00 and 16.00-19.30
An increased number of applications for work in Switzerland have been allowed. Further details are available on the government website.
On 8 June restaurants and bars can reopen.
Gatherings of more than five people can resume but will still be limited to 1,000 people.
Domestic trains and public transport have gradually resumed operations.",20200623,"There is no quarantine requirement for travelers entering Switzerland who are free of symptoms of illness
However, the Swiss Federal Council has urgently called upon the entire population to stay at home.",COVID-19 negative certification not required / not known,254
Syrian Arab Republic,SYR,38.498069,35.017584,29.04.2020,"[WFP sources]
[UNHAS sources]","International restrictions: 
All travel, including for religious purposes, has been suspended to and from Iraq and Jordan.

UNHAS PAX Ops are being established. 

*****International restrictions:
All land borders into Syria have been closed to passenger traffic. International and domestic commercial flights remain suspended. Trucks are allowed to enter and exit the territories of the Syrian Arab Republic after all preventive health measures have been taken at border crossings. Authorisation for diplomats, consular officials, and members of international organizations, missions and commissions may enter Syria after obtaining authorisation from relevant authorities and undergoing medical examinations. Syrians returning from abroad on government-organised repatriation flights are required to undergo 14-day quarantine at designated facilities.

*****Internal movement restrictions
In Assad-led government-controlled areas, a curfew is in place from 06.00 to 18.00 (all times local).  Businesses and markets are allowed to re-open, only working from 08.00 to15.00. Movement between provinces in government held areas prohibited. The Kurdish-led Autonomous Administration in northeast Syria has imposed a curfew and restricted movement with the exceptions for hospitals, public clinics, pharmacies, sterilization teams, cleaners, bakeries, food stores, vehicles for transporting food and infant formula, fuel tankers, and international organisations such as the International Committee of the Red Cross (ICRC) and the Kurdish Red Crescent (KRC). Those who violate curfew will be fined and their vehicles will be impounded.",20200429,"Syrians returning from abroad on government-organised repatriation flights are required to undergo 14-day quarantine at designated facilities.
WFP staff coming from Beirut should do the PCR test upon arrival and wait 8 hours for the results, before transiting to Damascus. Upon arrival in Damascus and will stay for 5 days in Yaafour for self quarantine before being accommodated in FSH. ",COVID-19 negative certification not required / not known,255
Tadjikistan,TJK,69.294998,38.430697,28.06.2020,"[https://www.gov.uk/foreign-travel-advice/tajikistan]
[https://tj.usembassy.gov/covid-19-information/]
[https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening]","*****International Restrictions:
The Dushanbe International Airport is currently closed. It is not known when the airport will reopen.  Despite media reports that Turkish Airlines and other commercial carriers are interested in re-establishing commercial routes with Tajikistan, the Tajik Ministry of Aviation has not announced a timetable for reopening the airport.
Tajikistan is currently restricting Tajik nationals and foreigners, from leaving the country. Currently, all incoming travelers to Tajikistan are subject to a mandatory 14-day quarantine in a Tajik facility. Further travel restrictions or restrictions of movement could be applied at short notice by the Tajik authorities. 
Land border crossings between Tajikistan and Uzbekistan, Kyrgyzstan, China and Afghanistan are closed to travellers. A small number of border points with Uzbekistan and Kyrgyzstan are open for cargo only.
A mandatory 14-day quarantine is applicable for most arriving travellers.There is no alternative to quarantine in a Tajik-government facility at this time for arrivals. Tajikistan is currently taking oral and nasal swabs for COVID-19 testing upon arrival at a port of entry.  Quarantine locations may depend on the availability of space and the port of entry.

*****Internal Restrictions:
The Tajik government has announced its intention to re-open, by June 15, various state institutions and private businesses, restaurants, and salons that had previously been closed due to COVID-19. Reopening businesses could lead to a new spike in COVID-19 cases. Access to medical care Tajik hospitals and clinics may be limited.The Tajik government has introduced new, mandatory requirements for the use of masks in public, including while inside a vehicle.  Failure to wear a facial mask in public or in a vehicle may be subject to a fine.
",20200628,"A mandatory 14-day quarantine is applicable to most arriving visitors,. There is no alternative to quarantine in a Tajik-government facility at this time for arrivals who have transited a country with reported cases of COVID-19. Tajikistan is currently taking oral and nasal swabs for COVID-19 testing. Quarantine  locations may depend on availability of space and the port of entry.",COVID-19 negative certification not required / not known,256
Taiwan,TWN,120.969668,23.750541,28.06.2020,"[https://www.gov.uk/foreign-travel-advice/taiwan]
[https://www.ait.org.tw/covid-19-information/]
[https://www.osac.gov/Content/Browse/Report?subContentTypes=Alerts%2CTravel%20Advisories]","Starting 25 June international air passengers will be allowed to transit through Taiwan Taoyuan International Airport. Transits will be allowed only for connecting flights and for a maximum stopover time of eight hours. (Focus Taiwan, 24.06.2020) 
Taiwan is planning to reduce the quarantine period for visitors arriving on short-term business trips. Business travelers on two- or three-day trips, arriving from countries such as New Zealand, which are at extremely low risk for COVID-19, will be required to remain in quarantine for five days instead of two weeks. At the end of the five-day quarantine, the visitors will be tested for COVID-19 at their own expense and released once they test negative. Short-term business travelers from countries with relatively high risk of COVID-19 will be quarantined for 10 days, after which the procedure will be the same. Business people from countries where COVID-19 is not under control or who intend to stay longer than three days will be required to follow the current 14-day quarantine regulations. (Focus Taiwan, 20.05.2020) 

*****International Restrictions:
From 29 June foreign nationals will be permitted to enter Taiwan provided it is for business. Foreign travellers entering Taiwan must provide a negative COVID-19 test report completed three days prior to boarding. There are currently no visa waivers for visitors to Taiwan. Before you travel you should apply for a visa to enter Taiwan. This can be done at the Taipei Representative Office (TRO) in the country from which you plan to travel. If you already hold a valid Alien Resident Certificate (ARC) or Alien Permanent Resident Certificate (APRC), you do not require a visa to enter Taiwan. You may be required to provide a negative COVID-19 test report. For more information, you should visit the website of the Bureau of Consular Affairs (BOCA) or contact the Taipei Representative Office (TRO) in the country from which you plan to travel. If you are unsure if you are permitted to enter Taiwan, or you have further questions about entry restrictions and conditions, you should contact your local Taipei Representative Office (TRO)or airline before you attempt to travel. Entry procedures are being regularly reviewed so may change at short notice.
All airline passengers entering Taiwan are required to fill in a health declaration which includes travel history for the preceding 14 days. On arrival in Taiwan you are legally required to self-isolate for 14 days. Local authorities monitor those self-isolating, and there are financial penalties for anyone breaching the law. Travellers from countries and territories that are designated as low risk by the local authorities may be permitted to self-isolate for a period less than 14 days. You should check the current regulations before you travel with the Taipei Representative Office (TRO) in the country you plan to travel from. Travellers from the United Kingdom are required to complete the 14-day quarantine period. 
Transit: From 25 June, new rules allowing transits come into force. Foreign passengers, including people from Hong Kong and Macau, will be allowed to transit through Taoyuan International Airport. Holders of People’s Republic of China (PRC) passports will not be permitted to transit in Taiwan.
Those transiting will need to board connecting flights of the same airline company they fly in on. Transits must last less than 8 hours. Transit passengers, who need to wait for more than one hour, will remain separate from other passengers and stay in a separate area. Rules and procedures may change at short notice. Not all airlines are permitted to transit through Taiwan. For further information, you should contact your airline or travel provider.

*****Internal restrictions: 
There are no domestic travel restrictions in Taiwan. Facemasks must be worn on public transportation.",20200628,Any traveler arriving from outside Taiwan and granted entry are subject to a 14-day home quarantine. Local officials will call the individual under home quarantine every day during the 14-day period to ask about the individual’s health status and will record the information on a Health Status Record form.,COVID-19 negative certification required for entering the country,257
Thailand,THA,101.020295,15.130893,28.06.2020,"[https://th.usembassy.gov/covid-19-information/]
[https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening]
[https://www.gov.uk/foreign-travel-advice/thailand]","International inbound flights to Thailand are suspended. International flights expected to resume in September at the earliest. (BT, 21.06.2020)
This does not apply to state or military aircraft, emergency landing, technical landing without disembarkation, humanitarian medical or relief flights, repatriation flights (commercial or government) and cargo flights. All flight permits granted for this period will be cancelled. 

*****International Restrictions: 
The Civil Aviation Authority of Thailand (CAAT) has extended its ban on incoming international flights. Under the Royal Thai Government’s emergency decree, foreigners are banned from entering the Kingdom of Thailand at all points with the exception of diplomats, cargo shipments, pilots, and foreigners with a work permit. This decree is in effect until further notice. There are no longer international flights departing from Chiang Mai International Airport or Phuket International Airport until further notice.
Travellers who come to the attention of Thai health authorities with fever and flu-like symptoms, and have traveled internationally or had close contact with a known COVID-19 case within the past 14 days, you will be placed in isolation and required to undergo testing which can take up to 48 hours.  If you are found to be positive, you will be hospitalized until symptoms resolve and you have two negative tests separated by 24 hours.

*****Internal restrictions: 
Internal bus and train routes are opening up and travel between provinces is now permitted. However, travellers moving between provinces may be required by local authorities to undergo quarantine on arrival in a new province, for which requirements at destination. should be checked. If you are taking an internal flight in Thailand, you may be asked to download an app or complete additional travel documentation. Some regional airports are temporarily closed – please double-check before travelling. There may be road checkpoints in place across Thailand so you should carry a passport as proof of identification when in public. Provincial authorities may enforce measures which are stricter or different to those in other areas, including closing borders, imposing internal travel restrictions, making masks compulsory or closing hotels and beaches. Further measures may be introduced at any time. The advice of the Thai authorities should be followed.
An emergency decree is currently in place until 30 June 2020. A number of measures have been outlined stating, among other instructions, you must not: enter high risk areas; hoard essential goods; attend public gatherings; propagate false information; All passengers must wear masks on all public transport. Many shops have the same requirement. The Thai Department of Disease Control linked the smoking of cigarettes to the impact of coronavirus. Smoking in public is banned and can result in a fine of up to 5,000 Baht. Electronic cigarettes are already illegal in Thailand and their use may incur further fines or imprisonment. Some entertainment venues such as pubs and clubs are still temporarily closed. Some provinces may impose stricter measures including lockdowns on certain premises. A phased lifting of lockdown measures across Thailand is underway. Details of the measures may differ between different provinces. Measures may also change or even be reimposed at short notice in response to COVID-19 conditions. Check the details for the province where you are. Most shops and malls etc now have processes in place to register customers on entry and exit.

",20200628,"If you come to the attention of Thai health authorities with fever and flu-like symptoms, and have traveled internationally or had close contact with a known COVID-19 case within the past 14 days, you will be placed in isolation and required to undergo testing which can take up to 48 hours.  If you are found to be positive, you will be hospitalized until symptoms resolve and you have two negative tests separated by 24 hours.","COVID-19 negative certification subject to special conditions. 

Passengers who have traveled from affected areas need to get a health screening at the international point of entry upon arrival in Thailand. ",258
Timor-Leste,TLS,125.945119,-8.797487,28.06.2020,"[https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening]
[https://www.gov.uk/foreign-travel-advice/timor-leste]
[https://tl.usembassy.gov/coronavirus-covid-19-outbreak-first-identified-in-wuhan-china-travel-restrictions/]","*****International restrictions: 
From 12 March, the Timorese authorities introduced restrictions for all foreign nationals who have visited Iran, Italy and South Korea within the last 4 weeks. If you have entered or transited any of these countries, you will not be permitted to enter Timor-Leste. If you arrive in Timor-Leste after entering or transiting these countries and refuse to return to your previous location, you may be subject to quarantine for a minimum for 14 days. From 5 March the government introduced a temporary ban on all foreign nationals entering Timor-Leste that have entered or transited China within the previous 4 weeks. If you wish to enter Timor-Leste, you must be able to present a medical report to immigration officials from an internationally recognised institution declaring that you do not have coronavirus. This restriction is subject to review on a fortnightly basis. See the Government of Timor-Leste website for more information [http://timor-leste.gov.tl/?p=23519&n=1&lang=en]

*****Internal restrictions: 
On 28 March 2020 the Timorese authorities declared a state of emergency. This prohibits all activities which involve groups of people gathering, including meetings, demonstrations, and social, religious, sporting and cultural events. Public transport is suspended and travel is restricted within municipalities. Grocery shops, fuel stations, pharmacies, clinics, banking facilities and building material stores remain open but enforce a 1 metre minimum distance between each person.",20200628,All persons entering the country are required to be quarantined for at least 14 days.,COVID-19 negative certification not required / not known,259
Togo,TGO,0.978236,8.532744,28.06.2020,"[https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening]
[https://www.osac.gov/Content/Report/a8210cf8-a761-49d9-b73e-1845add0a9ae]
[https://www.gov.uk/foreign-travel-advice/togo]
[https://tg.usembassy.gov/u-s-citizen-services/security-and-travel-information/covid-19/]","*****International restrictions: 
Airports are open, albeit with limited commercial options to Europe.and regional air connections with Togo, Ghana, and Burkina Faso are temporarily suspended, except for medevac, cargo and humanitarian flights.Land borders have been closed since 20 March.
Those who already arrived in Togo from countries with a significant number of coronavirus cases will self-isolate for two weeks under medical supervision, and then for a further week after testing for coronavirus. Those with confirmed cases of coronavirus are being hospitalised in CHR Lome Commune hospital.


*****Internal restrictions: 
A state of emergency was declared on 2 April for 3 months and there is a curfew from 8 pm to 6am. An anti-pandemic special force has been put in place to police the curfew.",20200628,"The Government of Togo has formulated a plan for the surveillance and quarantine of suspected or confirmed cases of COVID-19, including those arriving on international flights.
If you arrive on an international flight, you should expect to spend 14 to 21 days under government quarantine at Hotel Lebene in Lome.  ",COVID-19 negative certification not required / not known,260
Tokelau,TKL,-172.47418,-8.554768,,,,,,,261
Tonga,TON,-175.27529,-21.159087,28.06.2020,"[https://www.kayak.com/travel-restrictions/]
[https://fj.usembassy.gov/u-s-citizen-services/covid-19-information/]
[https://www.gov.uk/foreign-travel-advice/tonga]","*****International restrictions:
A State of Emergency was declared on 20 March by the Government of the Kingdom of Tonga, this has been extended until 8pm on Wednesday 8 July 2020. Tongan borders are closed to entry by all foreigners.  All international cruise ships and yachts scheduled to arrive after 19 March shall not be granted entry into Tonga until further notice. Some countries in the region have also introduced travel restrictions to and from the Pacific islands. 

*****Internal restrictions:
The Kingdom of Tonga has extended the Restrictions Notice effective until 8pm on Wednesday 8 July 2020. This includes a night time curfew from midnight to 5am. However, several restrictions have been relaxed since the previous Restrictions Notice. Travellers are advised to follow the guidance of the government of the Kingdom of Tonga.
A State of Emergency was declared on 20 March by the Government of the Kingdom of Tonga. This has been extended until 8pm on Wednesday 8 July 2020. Travellers are advised to follow the guidance of the government of the Kingdom of Tonga. Tongan borders are closed for entry by all foreigners. The Kingdom of Tonga has extended the Restrictions Notice effective until 8pm on Wednesday 8 July 2020. This includes a night time curfew from midnight to 5am. Travellers are advised to follow the guidance of the government of the Kingdom of Tonga [http://www.gov.to/press-release/national-covid-19-restrictions-notice/]",20200628,"Travelers (except Tongan citizens, permanent residents, and immediate family members) who either traveled from or through the United States, China, Australia, Italy, South Korea, and several dozen other countries to spend at least 14 days in self-quarantine in a country free of coronavirus prior to entering Tonga.","COVID-19 negative certification required for entering the country. 

Travelers are required to undergo medical clearance within three days of traveling to Tonga, and to provide the clearance to Tongan authorities before being granted entry. Failure to provide medical clearance could result in denial of entry or return to country of origin.",262
Trinidad and Tobago,TTO,-61.296613,10.423121,24.06.2020,"[https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening]
[https://www.gov.uk/foreign-travel-advice/trinidad-and-tobago/staying-during-coronavirus]
[https://tt.usembassy.gov/covid-19-information/]","*****International restrictions: 
The Trinidad and Tobago government has closed its borders to all international flights indefinitely. Sea borders are also closed indefinitely to all vessels including yachts. The Trinidad and Tobago authorities have announced a ban on cruise ships entering until the end of the current cruise season.All international arrivals into Trinidad and Tobago are required to enter into quarantine for a period of 14 days. Further information and guidance is available at www.health.gov.tt.

*****Internal restrictions:
The Government has announced a phased approach to the easing of COVID-19 restrictions. On 22 June the country moved into phase five, lifting the majority of the remaining restrictions in place. Beaches, rivers, parks and gymnasiums have reopened. Restrictions on air travel between Trinidad and Tobago are lifted. Hotels have also resumed business. Food establishments and restaurants are now permitted to provide in-house dining services until 10pm and bars, casinos and cinemas have reopened. Places of worship have also now resumed normal services.
Sporting activities have resumed and members of the public are permitted to congregate in larger groups of up to 25 people. You must wear a mask, to cover your nose and mouth, in public spaces. You should adhere to all precautionary measures put in place by the local authorities. Schools and universities remain closed.",20200624,All international arrivals into Trinidad and Tobago are required to enter into quarantine for a period of 14 days. Further information and guidance is available at www.health.gov.tt.,"COVID-19 negative certification not required / not known. 

Handheld thermal scanners and fixed thermal scanners are in place to conduct screenings.",263
Tromelin Island,xFR,54.524013,-15.891713,,,,,,,264
Tunisia,TUN,9.560349,33.774827,26.06.2020,"[https://www.gov.uk/foreign-travel-advice/tunisia/staying-during-coronavirus
https://www.osac.gov/Content/Report/a6fb7bc2-785f-47e7-a639-19060f63fbd8
[https://tn.usembassy.gov/updated-covid-19-message/]","Some operations resume at Tunis-Carthage airport as borders reopen (Egypt Independent, 28.06.2020)

Tunisia ends coronavirus curfew (Reuters, 08.06.2020). Tunisia to open sea, air and land borders on 27June (Reuters, 01.06.2020)

*****International Restrictions:
The Tunisian authorities have advised that from 27 June entry requirements will vary depending on the prevalence of the epidemic in travelers’ country of residence. The only exceptions to this are for Tunisian nationals and for those with residency in Tunisia. Travel to Tunisia from ""red countries"" is subject to: Having taken a coronavirus PCR test that is negative no more than 72 hours before departure and bringing evidence of this result with you; and Spending seven days in quarantine then an additional seven days in confinement at home, subject to a negative COVID-19 test; and Signing a declaration to confirm that you will abide by these rules.Lists of countries classed as “Green”, with a low prevalence of the epidemic, and “Orange”, with a medium prevalence of the epidemic, are published (in French) on www.santetunisie.rns.tn. The Tunisian authorities have stated that these lists will be reviewed weekly. If and when the classification for the UK changes, this travel advice will be updated accordingly. Individuals resident in “Green” countries will not be subject to any coronavirus-specific entry requirements and will not need to take a test before departing. Individuals resident in “Orange” countries will need to have taken a coronavirus PCR test that is negative no more than 72 hours before departure. They will also need to self-isolate in their place of residence or a hotel at their own expense for 14 days. If they wish to leave self-isolation they may do so from the sixth day after their arrival, by paying for a PCR test and receiving a negative result.

UNHAS flights are suspended.  

*****Internal restrictions:
On 4 June, Tunisia removed or reduced a number of its confinement measures: Travel restrictions between cities and regions have been lifted; Cafes, hotels, restaurants and places of worship are permitted to reopen ;Public transport has resumed at 50% capacity; Public administrations, businesses and services can return to operating at full capacity.While the majority of restrictions have been lifted, the Tunisian authorities have announced that wearing a face mask in public places and the workplace is mandatory.  

",20200626,"Quarantine rules remain in place. Tunisian authorities have advised that from the 8 June, Tunisian nationals arriving from overseas must spend seven days, rather than the previous 14, in quarantine and will be tested for COVID-19, and a further 7 days in self-isolation at home. Passengers will be required to sign a declaration to confirm that they will abide by these rules. Non-Nationals: Require the presentation of a COVID-19 test dating no longer then 72 hours and take another test as soon as they land in Tunisia.",COVID-19 negative certification not required / not known,265
